,f,fv,value
23482,0.580,0.830,590.1000000000004
23483,0.580,0.835,549.5
23484,0.580,0.840,519.8999999999996
23485,0.580,0.845,496.60000000000036
23486,0.580,0.850,477.5
23487,0.580,0.855,461.39999999999964
23488,0.580,0.860,447.5
23489,0.580,0.865,435.2999999999993
23490,0.580,0.870,424.5
23491,0.580,0.875,414.7000000000007
23492,0.580,0.880,405.89999999999964
23493,0.580,0.885,397.89999999999964
23494,0.580,0.890,390.5
23495,0.580,0.895,383.7000000000007
23496,0.580,0.900,377.39999999999964
23497,0.580,0.905,371.5
23498,0.580,0.910,366.0
23499,0.580,0.915,360.7999999999993
23500,0.580,0.920,356.0
23501,0.580,0.925,351.39999999999964
23502,0.580,0.930,347.10000000000036
23503,0.580,0.935,342.89999999999964
23504,0.580,0.940,339.10000000000036
23505,0.580,0.945,335.2999999999993
23506,0.580,0.950,331.7999999999993
23507,0.580,0.955,328.39999999999964
23508,0.580,0.960,325.2000000000007
23509,0.580,0.965,322.10000000000036
23510,0.580,0.970,319.2000000000007
23511,0.580,0.975,316.2999999999993
23512,0.580,0.980,313.60000000000036
23513,0.580,0.985,311.0
23514,0.580,0.990,308.5
23515,0.580,0.995,306.0
23516,0.580,1.000,303.7000000000007
23680,0.585,0.815,781.1000000000004
23681,0.585,0.820,643.6000000000004
23682,0.585,0.825,582.0
23683,0.585,0.830,542.2000000000007
23684,0.585,0.835,513.0
23685,0.585,0.840,490.0
23686,0.585,0.845,471.10000000000036
23687,0.585,0.850,455.2000000000007
23688,0.585,0.855,441.39999999999964
23689,0.585,0.860,429.39999999999964
23690,0.585,0.865,418.7000000000007
23691,0.585,0.870,409.0
23692,0.585,0.875,400.2999999999993
23693,0.585,0.880,392.39999999999964
23694,0.585,0.885,385.0
23695,0.585,0.890,378.2999999999993
23696,0.585,0.895,372.0
23697,0.585,0.900,366.2000000000007
23698,0.585,0.905,360.7999999999993
23699,0.585,0.910,355.7000000000007
23700,0.585,0.915,350.89999999999964
23701,0.585,0.920,346.2999999999993
23702,0.585,0.925,342.0
23703,0.585,0.930,338.0
23704,0.585,0.935,334.10000000000036
23705,0.585,0.940,330.5
23706,0.585,0.945,327.0
23707,0.585,0.950,323.60000000000036
23708,0.585,0.955,320.39999999999964
23709,0.585,0.960,317.39999999999964
23710,0.585,0.965,314.5
23711,0.585,0.970,311.7000000000007
23712,0.585,0.975,309.0
23713,0.585,0.980,306.39999999999964
23714,0.585,0.985,303.89999999999964
23715,0.585,0.990,301.5
23716,0.585,0.995,299.2000000000007
23717,0.585,1.000,296.89999999999964
23880,0.590,0.810,768.7000000000007
23881,0.590,0.815,635.5
23882,0.590,0.820,574.7999999999993
23883,0.590,0.825,535.3999999999996
23884,0.590,0.830,506.5
23885,0.590,0.835,483.7000000000007
23886,0.590,0.840,465.0
23887,0.590,0.845,449.2000000000007
23888,0.590,0.850,435.60000000000036
23889,0.590,0.855,423.60000000000036
23890,0.590,0.860,413.0
23891,0.590,0.865,403.39999999999964
23892,0.590,0.870,394.7999999999993
23893,0.590,0.875,386.89999999999964
23894,0.590,0.880,379.7000000000007
23895,0.590,0.885,373.0
23896,0.590,0.890,366.7999999999993
23897,0.590,0.895,361.0
23898,0.590,0.900,355.60000000000036
23899,0.590,0.905,350.5
23900,0.590,0.910,345.7999999999993
23901,0.590,0.915,341.2999999999993
23902,0.590,0.920,337.10000000000036
23903,0.590,0.925,333.0
23904,0.590,0.930,329.2000000000007
23905,0.590,0.935,325.60000000000036
23906,0.590,0.940,322.10000000000036
23907,0.590,0.945,318.7999999999993
23908,0.590,0.950,315.7000000000007
23909,0.590,0.955,312.7000000000007
23910,0.590,0.960,309.7999999999993
23911,0.590,0.965,307.0
23912,0.590,0.970,304.39999999999964
23913,0.590,0.975,301.7999999999993
23914,0.590,0.980,299.2999999999993
23915,0.590,0.985,296.89999999999964
23916,0.590,0.990,294.7000000000007
23917,0.590,0.995,292.39999999999964
23918,0.590,1.000,290.2999999999993
24080,0.595,0.805,761.3999999999996
24081,0.595,0.810,628.8999999999996
24082,0.595,0.815,568.3999999999996
24083,0.595,0.820,529.2000000000007
24084,0.595,0.825,500.39999999999964
24085,0.595,0.830,477.7999999999993
24086,0.595,0.835,459.2000000000007
24087,0.595,0.840,443.39999999999964
24088,0.595,0.845,429.89999999999964
24089,0.595,0.850,418.0
24090,0.595,0.855,407.39999999999964
24091,0.595,0.860,398.0
24092,0.595,0.865,389.39999999999964
24093,0.595,0.870,381.5
24094,0.595,0.875,374.2999999999993
24095,0.595,0.880,367.7000000000007
24096,0.595,0.885,361.60000000000036
24097,0.595,0.890,355.7999999999993
24098,0.595,0.895,350.5
24099,0.595,0.900,345.5
24100,0.595,0.905,340.7999999999993
24101,0.595,0.910,336.2999999999993
24102,0.595,0.915,332.10000000000036
24103,0.595,0.920,328.10000000000036
24104,0.595,0.925,324.39999999999964
24105,0.595,0.930,320.7999999999993
24106,0.595,0.935,317.2999999999993
24107,0.595,0.940,314.10000000000036
24108,0.595,0.945,311.0
24109,0.595,0.950,308.0
24110,0.595,0.955,305.10000000000036
